code_url,description,stargazers,watchers,forks,languages,repositoryTopics,n_languages,no_code,primary_language,Python,Julia,R
https://github.com/ChunyuanLI/ALICE,NIPS 2017: ALICE: Towards Understanding Adversarial Learning for Joint Distribution Matching,58,0,14,"['Jupyter Notebook', 'Python']","['generative-adversarial-network', 'bayesian-inference', 'entropy']",2,False,Jupyter Notebook,True,False,False
https://github.com/zhenxuan00/triple-gan,Triple-GAN: a unified framework for classification and class-conditional generation in semi-supervised learing,130,10,41,['Python'],"['semi-supervised-learning', 'generative-adversarial-network', 'generative-model', 'gan']",1,False,Python,True,False,False
https://github.com/LiqunChen0606/Triangle-GAN,implementation for NIPS paper Triangle Generative Adversarial Networks,47,4,9,['Python'],[],1,False,Python,True,False,False
https://github.com/thudzj/StructuredGAN,SGAN: Structured Generative Adversarial Networks,17,3,9,['Python'],[],1,False,Python,True,False,False
https://github.com/HazyResearch/tanda,Learning to Compose Domain-Specific Transformations for Data Augmentation,87,21,19,"['Python', 'Shell']",[],2,False,Python,True,False,False
https://github.com/mingyuliutw/unit,Unsupervised Image-to-Image Translation,1058,55,191,"['Python', 'Shell', 'Dockerfile']","['gan', 'deep-learning', 'pix2pix', 'image-translation']",3,False,Python,True,False,False
https://github.com/tensorflow/tensor2tensor,Library of deep learning models and datasets designed to make deep learning more accessible and accelerate ML research.,4932,334,1161,"['Python', 'Jupyter Notebook', 'JavaScript', 'HTML', 'Shell']","['machine-learning', 'machine-translation', 'deep-learning', 'reinforcement-learning', 'tpu']",5,False,Python,True,False,False
https://github.com/gpapamak/maf,Masked Autoregressive Flow,33,5,9,['Python'],[],1,False,Python,True,False,False
https://github.com/anirudh9119/walkback_nips17,"Variational Walkback, NIPS'17",21,2,7,"['Python', 'Shell']",[],2,False,Python,True,False,False
https://github.com/wenwei202/terngrad,Ternary Gradients to Reduce Communication in Distributed Deep Learning (TensorFlow),104,9,28,"['Python', 'Shell', 'Jupyter Notebook']","['distributed-training', 'sgd', 'quantization', 'deep-learning', 'deep-neural-networks', 'data-parallelism']",3,False,Python,True,False,False
https://github.com/cypw/DPNs,Dual Path Networks,408,31,127,"['Python', 'Shell']",[],2,False,Python,True,False,False
https://github.com/eladhoffer/bigBatch,"Code used to generate the results appearing in ""Train longer, generalize better: closing the generalization gap in large batch training of neural networks""",97,4,17,"['Python', 'Shell']",[],2,False,Python,True,False,False
https://github.com/openai/baselines,OpenAI Baselines: high-quality implementations of reinforcement learning algorithms,5240,390,1438,"['Python', 'HTML', 'Dockerfile']",[],3,False,Python,True,False,False
https://github.com/Hanjun-Dai/graph_comb_opt,"Implementation of ""Learning Combinatorial Optimization Algorithms over Graphs""",81,13,28,"['C++', 'Python', 'Shell', 'C']",[],4,False,C++,True,False,False
https://github.com/neuroailab/whisker_model,Codes for reproducing results in paper: https://arxiv.org/abs/1706.07555,3,3,2,"['C++', 'C', 'Objective-C', 'Python', 'C#', 'CMake', 'Lua', 'Objective-C++', 'Shell', 'GLSL']",[],10,False,C++,True,False,False
https://github.com/edenton/drnet-py,,27,1,8,"['Python', 'Lua', 'Shell']",[],3,False,Python,True,False,False
https://github.com/fabianp/ProxASAGA,Proximal Asynchronous SAGA,9,1,5,"['C++', 'Python', 'Makefile']","['optimization', 'optimization-algorithms', 'machine-learning', 'python']",3,False,C++,True,False,False
https://github.com/albietz/stochs,stochs: fast stochastic solvers for machine learning in C++ and Cython,25,2,6,"['C++', 'Python']",[],2,False,C++,True,False,False
https://github.com/simonkamronn/kvae,Kalman Variational Auto-Encoder,38,4,10,['Python'],"['deep-learning', 'kalman-filter', 'neural-network', 'graphical-models', 'variational-inference', 'variational-autoencoder']",1,False,Python,True,False,False
https://github.com/yaringal/ConcreteDropout,Code for Concrete Dropout as presented in https://arxiv.org/abs/1705.07832,106,8,29,['Jupyter Notebook'],[],1,False,Jupyter Notebook,False,False,False
https://github.com/tensorflow/models/tree/master/research/rebar,Models and examples built with TensorFlow,41047,2562,22816,"['Python', 'Jupyter Notebook', 'C++', 'HTML', 'Shell', 'JavaScript', 'Dockerfile', 'Makefile', 'GLSL']",[],9,False,Python,True,False,False
https://github.com/geoffroeder/iwae,Code to train Importance Weighted Autoencoders on MNIST and OMNIGLOT,5,1,0,['Python'],[],1,False,Python,True,False,False
https://github.com/yuhaow/sp-intervention,,1,1,1,"['R', 'Shell']",[],2,False,R,False,False,True
https://github.com/AMLab-Amsterdam/CEVAE,Causal Effect Inference with Deep Latent-Variable Models,70,13,29,['Python'],[],1,False,Python,True,False,False
https://github.com/moonfolk/Geometric-Topic-Modeling,Fast geometric algorithms for Topic Modeling,4,1,4,['Python'],[],1,False,Python,True,False,False
https://github.com/ICL-SML/Doubly-Stochastic-DGP,Deep Gaussian Processes with Doubly Stochastic Variational Inference ,53,8,20,['Python'],[],1,False,Python,True,False,False
https://github.com/markvdw/convgp/,Convolutional Gaussian processes based on GPflow.,58,7,18,"['Jupyter Notebook', 'Python']",[],2,False,Jupyter Notebook,True,False,False
https://github.com/chrodan/FiniteEpisodicRL.jl,Reinforcement Learning Algorithms for Episodic MDPs With Finite SA-Spaces,3,1,1,"['Julia', 'Jupyter Notebook']",[],2,False,Julia,False,True,False
http://github.com/openai/multiagent-particle-envs,,348,63,102,['Python'],[],1,False,Python,True,False,False
https://github.com/aosokin/consistentSurrogates_derivations,,2,1,0,['Matlab'],[],1,False,Matlab,False,False,False
https://github.com/linnylin92/fused_lasso,Functions to investigate the fused lasso,0,1,0,"['R', 'Shell']",[],2,False,R,False,False,True
https://github.com/apanahi/NIPS_Paper_1937,"Codes for the paper ""A Universal Analysis of Large-Scale Regularized Least Squares Solutions""",0,0,0,"['M', 'Matlab']",[],2,False,M,False,False,False
https://github.com/fanny-yang/OnlineFDRCode,,1,1,0,['Python'],[],1,False,Python,True,False,False
