,title,authors,paper_url,code_url,poster_url
131,Selective Classification for Deep Neural Networks,Yonatan Geifman · Ran El-Yaniv,http://papers.nips.cc/paper/by-source-2017-2519,,
132,Deep Lattice Networks and Partial Monotonic Functions,Seungil You · David Ding · Kevin Canini · Jan Pfeifer · Maya Gupta,http://papers.nips.cc/paper/by-source-2017-1713,https://github.com/tensorflow/lattice,
133,Learning to Prune Deep Neural Networks via Layer-wise Optimal Brain Surgeon,Xin Dong · Shangyu Chen · Sinno Pan,http://papers.nips.cc/paper/by-source-2017-2517,https://github.com/csyhhu/L-OBS,
134,Bayesian Compression for Deep Learning,Christos Louizos · Karen Ullrich · Max Welling,http://papers.nips.cc/paper/by-source-2017-1865,https://github.com/KarenUllrich/Tutorial_BayesianCompressionForDL,
135,Lower bounds on the robustness to adversarial perturbations,Jonathan Peck · Joris Roels · Bart Goossens · Yvan Saeys,http://papers.nips.cc/paper/by-source-2017-532,,
136,Sobolev Training for Neural Networks,Wojciech M. Czarnecki · Simon Osindero · Max Jaderberg · Grzegorz Swirszcz · Razvan Pascanu,http://papers.nips.cc/paper/by-source-2017-2246,,
137,Structured Bayesian Pruning via Log-Normal Multiplicative Noise,Kirill Neklyudov · Dmitry Molchanov · Arsenii Ashukha · Dmitry Vetrov,http://papers.nips.cc/paper/by-source-2017-3407,https://github.com/necludov/group-sparsity-sbp,https://bayesgroup.github.io/pdf/sbp-poster.pdf
138,Population Matching Discrepancy and Applications in Deep Learning,Jianfei Chen · Chongxuan LI · Yizhong Ru · Jun Zhu,http://papers.nips.cc/paper/by-source-2017-3157,http://github.com/thu-ml/pmd,
139,Resurrecting the sigmoid in deep learning through dynamical isometry: theory and practice,Jeffrey Pennington · Samuel Schoenholz · Surya Ganguli,http://papers.nips.cc/paper/by-source-2017-2497,,
140,Robust Imitation of Diverse Behaviors,Ziyu Wang · Josh Merel · Scott Reed · Nando de Freitas · Gregory Wayne · Nicolas Heess,http://papers.nips.cc/paper/by-source-2017-2754,,
141,Question Asking as Program Generation,Anselm Rothe · Brenden Lake · Todd Gureckis,http://papers.nips.cc/paper/by-source-2017-683,https://github.com/anselmrothe/question_dataset,
142,Variational Laws of Visual Attention for Dynamic Scenes,Dario Zanca · Marco Gori,http://papers.nips.cc/paper/by-source-2017-2096,,https://github.com/dariozanca/eymol/blob/master/EYMOL_POSTER_NIPS2017.pdf
143,Flexible statistical inference for mechanistic models of neural dynamics,Jan-Matthis Lueckmann · Pedro J Goncalves · Giacomo Bassetto · Kaan Öcal · Marcel Nonnenmacher · Jakob H Macke,http://papers.nips.cc/paper/by-source-2017-855,,
144,Training recurrent networks to generate hypotheses about how the brain solves hard navigation problems,Ingmar Kanitscheider · Ila Fiete,http://papers.nips.cc/paper/by-source-2017-2373,,
145,YASS: Yet Another Spike Sorter,Jin Hyung Lee · David E Carlson · Hooshmand Shokri Razaghi · Weichi Yao · Georges A Goetz · Espen Hagen · Eleanor Batty · E.J. Chichilnisky · Gaute T. Einevoll · Liam Paninski,http://papers.nips.cc/paper/by-source-2017-2138,https://github.com/paninski-lab/yass,
146,Neural system identification for large populations separating “what” and “where”,David Klindt · Alexander Ecker · Thomas Euler · Matthias Bethge,http://papers.nips.cc/paper/by-source-2017-1986,https://github.com/david-klindt/NIPS2017,
147,A simple model of recognition and recall memory,Nisheeth Srivastava · Edward Vul,http://papers.nips.cc/paper/by-source-2017-229,,
148,Gaussian process based nonlinear latent structure discovery in multivariate spike train data,Anqi Wu · Nicholas Roy · Stephen Keeley · Jonathan W Pillow,http://papers.nips.cc/paper/by-source-2017-1981,,
149,Reconstructing perceived faces from brain activations with deep adversarial neural decoding,Yağmur Güçlütürk · Umut Güçlü · Katja Seeliger · Sander Bosch · Rob van Lier · Marcel A. J. van Gerven,http://papers.nips.cc/paper/by-source-2017-2227,,
150,Cross-Spectral Factor Analysis,Neil Gallagher · Kyle Ulrich · Austin Talbot · Kafui Dzirasa · Lawrence Carin · David E Carlson,http://papers.nips.cc/paper/by-source-2017-3435,,
151,Regularized Modal Regression with Applications in Cognitive Impairment Prediction,Xiaoqian Wang · Hong Chen · Weidong Cai · Dinggang Shen · Heng Huang,http://papers.nips.cc/paper/by-source-2017-924,,
152,Stochastic Submodular Maximization: The Case of Coverage Functions,Mohammad Karimi · Mario Lucic · Hamed Hassani · Andreas Krause,http://papers.nips.cc/paper/by-source-2017-3437,,
153,Gradient Methods for Submodular Maximization,Hamed Hassani · Mahdi Soltanolkotabi · Amin Karbasi,http://papers.nips.cc/paper/by-source-2017-2992,,
154,Non-convex Finite-Sum Optimization Via SCSG Methods,Lihua Lei · Cheng Ju · Jianbo Chen · Michael Jordan,http://papers.nips.cc/paper/by-source-2017-1371,,https://www.stat.berkeley.edu/~lihua.lei/nc_SCSG_poster.pdf
155,Influence Maximization with $\varepsilon$-Almost Submodular Threshold Functions,Qiang Li · Wei Chen · Institute of Computing Xiaoming Sun · Institute of Computing Jialin Zhang,http://papers.nips.cc/paper/by-source-2017-2094,,
156,Subset Selection under Noise,Chao Qian · Jing-Cheng Shi · Yang Yu · Ke Tang · Zhi-Hua Zhou,http://papers.nips.cc/paper/by-source-2017-2010,http://lamda.nju.edu.cn/code_PONSS.ashx,
157,Polynomial time algorithms for dual volume sampling,Chengtao Li · Stefanie Jegelka · Suvrit Sra,http://papers.nips.cc/paper/by-source-2017-2592,,
158,Lookahead  Bayesian Optimization with Inequality Constraints,Remi Lam · Karen Willcox,http://papers.nips.cc/paper/by-source-2017-1177,,
159,Non-monotone Continuous DR-submodular  Maximization: Structure and Algorithms,An Bian · Kfir Levy · Andreas Krause · Joachim M Buhmann,http://papers.nips.cc/paper/by-source-2017-342,https://github.com/bianan,http://neocortex.ch/docs/poster-nips17.pdf
160,Solving Most Systems of Random Quadratic Equations,Gang Wang · Georgios Giannakis · Yousef Saad · Jie Chen,http://papers.nips.cc/paper/by-source-2017-1172,https://gangwg.github.io/RAF/,
161,Learning ReLUs via Gradient Descent,Mahdi Soltanolkotabi,http://papers.nips.cc/paper/by-source-2017-1233,,
162,Stochastic Mirror Descent in Variationally Coherent Optimization Problems,Zhengyuan Zhou · Panayotis Mertikopoulos · Nicholas Bambos · Stephen Boyd · Peter W Glynn,http://papers.nips.cc/paper/by-source-2017-3547,,
163,Accelerated First-order Methods for Geodesically Convex Optimization on Riemannian Manifolds,Yuanyuan Liu · Fanhua Shang · James Cheng · Hong Cheng · Licheng Jiao,http://papers.nips.cc/paper/by-source-2017-2518,,
164,On the Fine-Grained Complexity of Empirical Risk Minimization: Kernel Methods and Neural Networks,Arturs Backurs · Piotr Indyk · Ludwig Schmidt,http://papers.nips.cc/paper/by-source-2017-2252,,
165,Large-Scale Quadratically Constrained Quadratic Program via Low-Discrepancy Sequences,Kinjal Basu · Ankan Saha · Shaunak Chatterjee,http://papers.nips.cc/paper/by-source-2017-1339,,http://kinjalbasu.com/talks/NIPSposter.pdf
166,A New Alternating Direction Method for Linear Programming,Sinong Wang · Ness Shroff,http://papers.nips.cc/paper/by-source-2017-947,,https://u.osu.edu/sinong/files/2017/03/NIPS_poster-1txccxr.pdf
167,"Dykstra's Algorithm, ADMM, and Coordinate Descent: Connections, Insights, and Extensions",Ryan Tibshirani,http://papers.nips.cc/paper/by-source-2017-366,www.stat.cmu.edu/~ryantibs/papers/dykcd-code.zip,
168,Smooth Primal-Dual Coordinate Descent Algorithms for Nonsmooth Convex Optimization,Ahmet Alacaoglu · Quoc Tran Dinh · Olivier Fercoq · Volkan Cevher,http://papers.nips.cc/paper/by-source-2017-2998,,
169,First-Order Adaptive Sample Size Methods to Reduce Complexity of Empirical Risk Minimization,Aryan Mokhtari · Alejandro Ribeiro,http://papers.nips.cc/paper/by-source-2017-1250,,
170,Accelerated consensus via Min-Sum Splitting,Patrick Rebeschini · Sekhar C Tatikonda,http://papers.nips.cc/paper/by-source-2017-890,,http://www.stats.ox.ac.uk/~rebeschi/pdf/NIPS17poster.pdf
171,Integration Methods and Optimization Algorithms,Damien Scieur · Vincent Roulet · Francis Bach · Alexandre d'Aspremont,http://papers.nips.cc/paper/by-source-2017-758,,
172,Efficient Use of Limited-Memory Accelerators for Linear Learning on Heterogeneous Systems,Celestine Dünner · Thomas Parnell · Martin Jaggi,http://papers.nips.cc/paper/by-source-2017-2233,,
173,A Screening Rule for l1-Regularized Ising Model Estimation,Zhaobin Kuang · Sinong Geng · David Page,http://papers.nips.cc/paper/by-source-2017-477,,https://www.dropbox.com/sh/budpnq2ksxmyoce/AABUw9Li1_eD4fwbjzAdYmjpa?dl=0
174,Uprooting and Rerooting Higher-Order Graphical Models,Mark Rowland · Adrian Weller,http://papers.nips.cc/paper/by-source-2017-172,,http://mr504.user.srcf.net/papers/uprootingrerootingposter.pdf
175,Concentration of Multilinear Functions of the Ising Model with Applications to Network Data,Constantinos Daskalakis · Nishanth Dikkala · Gautam Kamath,http://papers.nips.cc/paper/by-source-2017-26,,http://www.gautamkamath.com/nips2017poster.pdf
176,Inference in Graphical Models via Semidefinite Programming Hierarchies,Murat A. Erdogdu · Yash Deshpande · Andrea Montanari,http://papers.nips.cc/paper/by-source-2017-319,https://erdogdu.github.io/,
177,Beyond normality: Learning sparse probabilistic graphical models in the non-Gaussian setting,Rebecca Morrison · Ricardo Baptista · Youssef Marzouk,http://papers.nips.cc/paper/by-source-2017-1380,http://transportmaps.mit.edu/docs/,
178,Dynamic Importance Sampling for Anytime Bounds of the Partition Function,Qi Lou · Rina Dechter · Alexander Ihler,http://papers.nips.cc/paper/by-source-2017-1807,,
179,Nonbacktracking Bounds on the Influence in Independent Cascade Models,Emmanuel Abbe · Sanjeev Kulkarni · Eun Jee Lee,http://papers.nips.cc/paper/by-source-2017-913,,
180,Rigorous Dynamics and Consistent Estimation in Arbitrarily Conditioned Linear Systems,Alyson Fletcher · Mojtaba Sahraee-Ardakan · Sundeep Rangan · Philip Schniter,http://papers.nips.cc/paper/by-source-2017-1481,,
181,Learning Disentangled Representations with Semi-Supervised Deep Generative Models,Siddharth Narayanaswamy · T. Brooks Paige · Jan-Willem van de Meent · Alban Desmaison · Noah Goodman · Pushmeet Kohli · Frank Wood · Philip Torr,http://papers.nips.cc/paper/by-source-2017-3021,https://github.com/probtorch/probtorch,
182,Gauging Variational Inference,Sung-Soo Ahn · Michael Chertkov · Jinwoo Shin,http://papers.nips.cc/paper/by-source-2017-1647,,
183,Variational Inference via $\chi$ Upper Bound Minimization,Adji Bousso Dieng · Dustin Tran · Rajesh Ranganath · John Paisley · David Blei,http://papers.nips.cc/paper/by-source-2017-1548,,
184,Collapsed variational Bayes for Markov jump processes,Boqian Zhang · Jiangwei Pan · Vinayak A Rao,http://papers.nips.cc/paper/by-source-2017-2085,,
185,Bayesian Dyadic Trees and Histograms for  Regression,Stéphanie van der Pas · Veronika Rockova,http://papers.nips.cc/paper/by-source-2017-1269,,
186,Differentially private Bayesian learning on distributed data,Mikko Heikkilä · Eemil Lagerspetz · Samuel Kaski · Kana Shimizu · Sasu Tarkoma · Antti Honkela,http://papers.nips.cc/paper/by-source-2017-1835,https://github.com/DPBayes/dca-nips2017,
187,Model-Powered Conditional Independence Test,Rajat Sen · Ananda Theertha Suresh · Karthikeyan Shanmugam · Alexandros Dimakis · Sanjay Shakkottai,http://papers.nips.cc/paper/by-source-2017-1707,https://github.com/rajatsen91/CCIT.git,https://rajatsen91.github.io/pdf/CIposter.pdf
188,When Worlds Collide: Integrating Different Counterfactual Assumptions in Fairness,Chris Russell · Matt Kusner · Joshua Loftus · Ricardo Silva,http://papers.nips.cc/paper/by-source-2017-3209,,https://drive.google.com/open?id=1YWV5PIzjNyapVvI5gUsKFcUttzEkcVt-
189,Q-LDA: Uncovering Latent Patterns in Text-based Sequential Decision Processes,Jianshu Chen · Chong Wang · Lin Xiao · Ji He · Lihong Li · Li Deng,http://papers.nips.cc/paper/by-source-2017-2572,,
190,Probabilistic Models for Integration Error in the Assessment of Functional Cardiac Models,Chris Oates · Steven Niederer · Angela Lee · François-Xavier Briol · Mark Girolami,http://papers.nips.cc/paper/by-source-2017-93,,http://oates.work/s/nips_2017_poster.pdf
191,Expectation Propagation for t-Exponential Family Using q-Algebra,Futoshi Futami · Issei Sato · Masashi Sugiyama,http://papers.nips.cc/paper/by-source-2017-1327,,
192,A Probabilistic Framework for Nonlinearities in Stochastic Neural Networks,Qinliang Su · xuejun Liao · Lawrence Carin,http://papers.nips.cc/paper/by-source-2017-2339,,
193,Clone MCMC: Parallel High-Dimensional Gaussian Gibbs Sampling,Andrei-Cristian Barbos · Francois Caron · Jean-François Giovannelli · Arnaud Doucet,http://papers.nips.cc/paper/by-source-2017-2590,,
194,Learning spatiotemporal piecewise-geodesic trajectories from longitudinal manifold-valued data,Stéphanie ALLASSONNIERE · Juliette Chevallier · Stephane Oudard,http://papers.nips.cc/paper/by-source-2017-774,,https://plmbox.math.cnrs.fr/f/ed2aa908a1674e399d40/
195,Scalable Levy Process Priors for Spectral Kernel Learning,Phillip A Jang · Andrew Loeb · Matthew Davidow · Andrew Wilson,http://papers.nips.cc/paper/by-source-2017-2121,https://github.com/pjang23/levy-spectral-kernel-learning,
196,InfoGAIL: Interpretable Imitation Learning from Visual Demonstrations,Yunzhu Li · Jiaming Song · Stefano Ermon,http://papers.nips.cc/paper/by-source-2017-2095,https://github.com/ermongroup/infogail,
197,Hybrid Reward Architecture for Reinforcement Learning,Harm Van Seijen · Mehdi Fatemi · Romain Laroche · Joshua Romoff · Tavian Barnes · Jeffrey Tsang,http://papers.nips.cc/paper/by-source-2017-2792,https://github.com/Maluuba/hra,
198,Shallow Updates for Deep Reinforcement Learning,Nir Levine · Tom Zahavy · Daniel J Mankowitz · Aviv Tamar · Shie Mannor,http://papers.nips.cc/paper/by-source-2017-1785,https://github.com/Shallow-Updates-for-Deep-RL/Shallow_Updates_for_Deep_RL,https://www.dropbox.com/s/610q3sqk10z5pin/shallow_updates_for_deep_reinfoecement_learning_poster.pdf?dl=0
199,Towards Generalization and Simplicity in Continuous Control,Aravind Rajeswaran · Kendall Lowrey · Emanuel Todorov · Sham Kakade,http://papers.nips.cc/paper/by-source-2017-3286,,
200,Interpolated Policy Gradient: Merging On-Policy and Off-Policy Gradient Estimation for Deep Reinforcement Learning,Shixiang Gu · Tim Lillicrap · Richard E Turner · Zoubin Ghahramani · Bernhard Schölkopf · Sergey Levine,http://papers.nips.cc/paper/by-source-2017-2098,https://github.com/shaneshixiang/rllabplusplus,
201,Scalable Planning with Tensorflow for Hybrid Nonlinear Domains,Ga Wu · Buser Say · Scott Sanner,http://papers.nips.cc/paper/by-source-2017-3164,https://github.com/wuga214/TOOLBOX-Learning-and-Planning-through-Backpropagation,https://github.com/wuga214/TOOLBOX-Learning-and-Planning-through-Backpropagation/blob/master/POSTER.pdf
202,Task-based End-to-end Model Learning in Stochastic Optimization,Priya Donti · J. Zico Kolter · Brandon Amos,http://papers.nips.cc/paper/by-source-2017-2825,https://github.com/locuslab/e2e-model-learning,http://priyadonti.com/files/2017/nips-e2e_model_learning_poster.pdf
203,Value Prediction Network,Junhyuk Oh · Satinder Singh · Honglak Lee,http://papers.nips.cc/paper/by-source-2017-3108,https://github.com/junhyukoh/value-prediction-network,
204,Variable Importance Using Decision Trees,Jalil Kazemitabar · Arash Amini · Adam Bloniarz · Ameet S Talwalkar,http://papers.nips.cc/paper/by-source-2017-322,,
205,The Expressive Power of Neural Networks: A View from the Width,Zhou Lu · Hongming Pu · Feicheng Wang · Zhiqiang Hu · Liwei Wang,http://papers.nips.cc/paper/by-source-2017-3152,,
206,SGD Learns the Conjugate Kernel Class of the Network,Amit Daniely,http://papers.nips.cc/paper/by-source-2017-1424,,
207,Effective Parallelisation for Machine Learning,Michael Kamp · Mario Boley · Olana Missura · Thomas Gärtner,http://papers.nips.cc/paper/by-source-2017-3243,https://bitbucket.org/Michael_Kamp/radonmachine,https://goo.gl/yUSX2R
208,Noise-Tolerant Interactive Learning Using Pairwise Comparisons,Yichong Xu · Hongyang Zhang · Aarti Singh · Artur Dubrawski · Kyle Miller,http://papers.nips.cc/paper/by-source-2017-1431,,http://www.cs.cmu.edu/~yichongx/nips-17-compare.pdf
209,A PAC-Bayesian Analysis of Randomized Learning with Application to Stochastic Gradient Descent,Ben London,http://papers.nips.cc/paper/by-source-2017-1687,,
210,Revisiting Perceptron: Efficient and Label-Optimal Learning of Halfspaces,Songbai Yan · Chicheng Zhang,http://papers.nips.cc/paper/by-source-2017-684,,https://zcc1307.github.io/docs/active_perceptron_poster.pdf
211,Sample and Computationally Efficient Learning Algorithms under S-Concave Distributions,Maria-Florina Balcan · Hongyang Zhang,http://papers.nips.cc/paper/by-source-2017-2501,,http://www.cs.cmu.edu/~hongyanz/posters/NIPS_Sample.pdf
212,"Nearest-Neighbor Sample Compression: Efficiency, Consistency, Infinite Dimensions",Aryeh Kontorovich · Sivan Sabato · Roi Weiss,http://papers.nips.cc/paper/by-source-2017-994,,
213,Learning Identifiable Gaussian Bayesian Networks in Polynomial Time and Sample Complexity,Asish Ghoshal · Jean Honorio,http://papers.nips.cc/paper/by-source-2017-3226,,
214,From which world is your graph,Cheng Li · Felix MF Wong · Zhenming Liu · Varun Kanade,http://papers.nips.cc/paper/by-source-2017-942,,
215,Mean Field Residual Networks: On the Edge of Chaos,Ge Yang · Samuel Schoenholz,http://papers.nips.cc/paper/by-source-2017-1642,,
216,Learning from uncertain curves: The 2-Wasserstein metric for Gaussian processes,Anton Mallasto · Aasa Feragen,http://papers.nips.cc/paper/by-source-2017-2891,,https://drive.google.com/uc?export=download&id=1lVRCA695kzZxWlXmzVJwKfh8Qds-106Y
217,On clustering network-valued data,Soumendu Sundar Mukherjee · Purnamrita Sarkar · Lizhen Lin,http://papers.nips.cc/paper/by-source-2017-3550,https://github.com/soumendu041/clustering-network-valued-data,
218,On the Power of Truncated SVD for General High-rank Matrix Estimation Problems,Simon Du · Yining Wang · Aarti Singh,http://papers.nips.cc/paper/by-source-2017-325,,http://www.cs.cmu.edu/~ssdu/publications/transformation_transfer_poster.pdf
219,AdaGAN: Boosting Generative Models,Ilya Tolstikhin · Sylvain Gelly · Olivier Bousquet · Carl-Johann SIMON-GABRIEL · Bernhard Schölkopf,http://papers.nips.cc/paper/by-source-2017-2808,https://github.com/tolstikhin/adagan,
220,Discovering Potential Correlations via Hypercontractivity,Hyeji Kim · Weihao Gao · Sreeram Kannan · Sewoong Oh · Pramod Viswanath,http://papers.nips.cc/paper/by-source-2017-2396,https://github.com/wgao9/hypercontractivity,https://github.com/wgao9/hypercontractivity/blob/master/poster.pdf
221,Phase Transitions in the Pooled Data Problem,Jonathan Scarlett · Volkan Cevher,http://papers.nips.cc/paper/by-source-2017-292,,https://drive.google.com/open?id=1WfrxYpUiTbScHz0PQRP3jXQQWbxptgpy
222,Coded Distributed Computing for Inverse Problems,Yaoqing Yang · Pulkit Grover · Soummya Kar,http://papers.nips.cc/paper/by-source-2017-475,,
223,Query Complexity of Clustering with Side Information,Arya Mazumdar · Barna Saha,http://papers.nips.cc/paper/by-source-2017-2454,,
224,Revisit Fuzzy Neural Network: Demystifying Batch Normalization and ReLU with Generalized Hamming Network,Lixin Fan,http://papers.nips.cc/paper/by-source-2017-1193,,
225,Optimistic posterior sampling for reinforcement learning: worst-case regret bounds,Shipra Agrawal · Randy Jia,http://papers.nips.cc/paper/by-source-2017-787,,
226,A framework for Multi-A(rmed)/B(andit) Testing with Online FDR Control,Fanny Yang · Aaditya Ramdas · Kevin Jamieson · Martin Wainwright,http://papers.nips.cc/paper/by-source-2017-3039,https://github.com/fanny-yang/MABFDR,
227,Monte-Carlo Tree Search by Best Arm Identification,Emilie Kaufmann · Wouter Koolen,http://papers.nips.cc/paper/by-source-2017-2523,,
228,Minimal Exploration in Structured Stochastic Bandits,Richard Combes · Stefan Magureanu · Alexandre Proutiere,http://papers.nips.cc/paper/by-source-2017-1115,,
229,Regret Analysis for Continuous Dueling Bandit,Wataru Kumagai,http://papers.nips.cc/paper/by-source-2017-948,,
230,Elementary Symmetric Polynomials for Optimal Experimental Design,Zelda E. Mariet · Suvrit Sra,http://papers.nips.cc/paper/by-source-2017-1282,,
231,Learning Linear Dynamical Systems via Spectral Filtering,Elad Hazan · Karan Singh · Cyril Zhang,http://papers.nips.cc/paper/by-source-2017-3368,,
232,Efficient and Flexible Inference for Stochastic Systems,Stefan Bauer · Nico S Gorbach · Djordje Miladinovic · Joachim M Buhmann,http://papers.nips.cc/paper/by-source-2017-3506,,
233,Group Sparse Additive Machine,Hong Chen · Xiaoqian Wang · Cheng Deng · Heng Huang,http://papers.nips.cc/paper/by-source-2017-166,,
234,Bregman Divergence for Stochastic Variance Reduction: Saddle-Point and Adversarial Prediction,Zhan Shi · Xinhua Zhang · Yaoliang Yu,http://papers.nips.cc/paper/by-source-2017-3076,,
235,Online multiclass boosting,Young Hun Jung · Jack Goetz · Ambuj Tewari,http://papers.nips.cc/paper/by-source-2017-590,https://github.com/yhjung88/OnlineBoostingWithVFDT,
236,Universal consistency and minimax rates for online Mondrian Forests,Jaouad Mourtada · Stéphane Gaïffas · Erwan Scornet,http://papers.nips.cc/paper/by-source-2017-2086,,
237,Mean teachers are better role models: Weight-averaged consistency targets improve semi-supervised deep learning results,Antti Tarvainen · Harri Valpola,http://papers.nips.cc/paper/by-source-2017-789,https://github.com/CuriousAI/mean-teacher/,
238,Learning from Complementary Labels,Takashi Ishida · Gang Niu · Weihua Hu · Masashi Sugiyama,http://papers.nips.cc/paper/by-source-2017-2887,,
239,Positive-Unlabeled Learning with Non-Negative Risk Estimator,Ryuichi Kiryo · Gang Niu · Marthinus C du Plessis · Masashi Sugiyama,http://papers.nips.cc/paper/by-source-2017-1048,https://github.com/kiryor/nnPUlearning,
240,"Semisupervised Clustering, AND-Queries and Locally Encodable Source Coding",Arya Mazumdar · Soumyabrata Pal,http://papers.nips.cc/paper/by-source-2017-3256,,
241,A Learning Error Analysis for Structured Prediction with Approximate Inference,Yuanbin Wu · Man Lan · Shiliang Sun · Qi Zhang · Xuanjing Huang,http://papers.nips.cc/paper/by-source-2017-3110,,
242,On Optimal Generalizability in Parametric Learning,Ahmad Beirami · Meisam Razaviyayn · Shahin Shahrampour · Vahid Tarokh,http://papers.nips.cc/paper/by-source-2017-1967,,
243,Multi-Objective Non-parametric Sequential Prediction,Guy Uziel · Ran El-Yaniv,http://papers.nips.cc/paper/by-source-2017-1915,,
244,Fixed-Rank Approximation of a Positive-Semidefinite Matrix from Streaming Data,Joel A Tropp · Alp Yurtsever · Madeleine Udell · Volkan Cevher,http://papers.nips.cc/paper/by-source-2017-821,https://lions.epfl.ch/nys-sketch,
245,QSGD: Communication-Efficient SGD via Gradient Quantization and Encoding,Dan Alistarh · Demjan Grubic · Jerry Li · Ryota Tomioka · Milan Vojnovic,http://papers.nips.cc/paper/by-source-2017-1063,https://gitlab.com/demjangrubic/QSGD,
246,Machine Learning with Adversaries: Byzantine Tolerant Gradient Descent,Peva Blanchard · El Mahdi El Mhamdi · Rachid Guerraoui · Julien Stainer,http://papers.nips.cc/paper/by-source-2017-94,https://github.com/LPD-EPFL (please check future updates),
247,Ranking Data with Continuous Labels through Oriented Recursive Partitions,Stéphan Clémençon · Mastane Achab,http://papers.nips.cc/paper/by-source-2017-2407,,
248,Practical Data-Dependent Metric Compression with Provable Guarantees,Piotr Indyk · Ilya Razenshteyn · Tal Wagner,http://papers.nips.cc/paper/by-source-2017-1504,https://github.com/talwagner/quadsketch,
249,Simple strategies for recovering inner products from coarsely quantized random projections,Ping Li · Martin Slawski,http://papers.nips.cc/paper/by-source-2017-2384,,
250,Clustering Stable Instances of Euclidean k-means.,Aravindan Vijayaraghavan · Abhratanu Dutta · Alex Wang,http://papers.nips.cc/paper/by-source-2017-3260,,
251,Affinity Clustering: Hierarchical Clustering at Scale,Mohammadhossein Bateni · Soheil Behnezhad · Mahsa Derakhshan · MohammadTaghi Hajiaghayi · Raimondas Kiveris · Silvio Lattanzi · Vahab Mirrokni,http://papers.nips.cc/paper/by-source-2017-3447,https://github.com/MahsaDerakhshan/AffinityClustering,
252,Sparse Embedded $k$-Means Clustering,Weiwei Liu · Xiaobo Shen · Ivor Tsang,http://papers.nips.cc/paper/by-source-2017-1880,,
253,K-Medoids For K-Means Seeding,James Newling · François Fleuret,http://papers.nips.cc/paper/by-source-2017-2674,https://github.com/idiap/zentas,https://newling.github.io/posters/2017/nips/clarans/clarans_poster.pdf
254,"Approximation Bounds for Hierarchical Clustering: Average Linkage, Bisecting K-means, and Local Search",Benjamin Moseley · Joshua Wang,http://papers.nips.cc/paper/by-source-2017-1755,,http://web.stanford.edu/~jrwang/2017%20NIPS%20Poster.pdf
255,Inhomogeneous Hypergraph Clustering with Applications,Pan Li · Olgica Milenkovic,http://papers.nips.cc/paper/by-source-2017-1344,https://github.com/lipan00123/InHclustering,https://github.com/lipan00123/InHclustering/blob/master/poster.pdf
256,Subspace Clustering via Tangent Cones,Amin Jalali · Rebecca Willett,http://papers.nips.cc/paper/by-source-2017-3391,,
257,Tensor Biclustering,Soheil Feizi · Hamid Javadi · David Tse,http://papers.nips.cc/paper/by-source-2017-867,https://github.com/SoheilFeizi/Tensor-Biclustering,
258,A Unified Approach to Interpreting Model Predictions,Scott M Lundberg · Su-In Lee,http://papers.nips.cc/paper/by-source-2017-2493,https://github.com/slundberg/shap,
259,Efficient Sublinear-Regret Algorithms for Online Sparse Linear Regression with Limited Observation,Shinji Ito · Daisuke Hatano · Hanna Sumita · Akihiro Yabe · Takuro Fukunaga · Naonori Kakimura · Ken-Ichi Kawarabayashi,http://papers.nips.cc/paper/by-source-2017-2163,,
260,Unbiased estimates for linear regression via volume sampling,Michal Derezinski · Manfred Warmuth,http://papers.nips.cc/paper/by-source-2017-1748,,https://users.soe.ucsc.edu/~mderezin/unbiased-poster.pdf
261,"On Separability of Loss Functions, and Revisiting Discriminative Vs Generative Models",Adarsh Prasad · Alexandru Niculescu-Mizil · Pradeep Ravikumar,http://papers.nips.cc/paper/by-source-2017-3548,,
262,Generalized Linear Model Regression under Distance-to-set Penalties,Jason Xu · Eric Chi · Kenneth Lange,http://papers.nips.cc/paper/by-source-2017-896,https://github.com/jasonxu90,
263,Group Additive Structure Identification for Kernel Nonparametric Regression,Chao Pan · Michael Zhu,http://papers.nips.cc/paper/by-source-2017-2539,,http://panc.me/share/poster-36x56
264,Learning Overcomplete HMMs,Vatsal Sharan · Sham Kakade · Percy Liang · Gregory Valiant,http://papers.nips.cc/paper/by-source-2017-598,,
265,Matrix Norm Estimation from a Few Entries,Ashish Khetan · Sewoong Oh,http://papers.nips.cc/paper/by-source-2017-3214,https://github.com/khetan2/Schatten_norm_estimation,https://www.dropbox.com/s/b1udi8y1wokvo2s/schatten_poster.pdf?dl=0
266,Optimal Shrinkage of Singular Values Under Random Data Contamination,Danny Barash · Matan Gavish,http://papers.nips.cc/paper/by-source-2017-3120,https://purl.stanford.edu/kp113fq0838,https://drive.google.com/open?id=1Vv3OTKMniimnQOkq-_bR66C2ZdRZyW-e
267,A New Theory for Matrix Completion,Guangcan Liu · Qingshan Liu · Xiaotong Yuan,http://papers.nips.cc/paper/by-source-2017-521,,https://sites.google.com/site/oewto2394/nips2017_poster_mc.pdf?attredirects=0&d=1
268,Learning Low-Dimensional Metrics,Blake Mason · Lalit Jain · Robert Nowak,http://papers.nips.cc/paper/by-source-2017-2185,,
269,Alternating minimization for dictionary learning with random initialization,Niladri Chatterji · Peter Bartlett,http://papers.nips.cc/paper/by-source-2017-1226,None,
